CalendarYearMonth,Value,District
1998-03,427551,South East
1998-06,431897,South East
1998-09,435728,South East
1998-12,436902,South East
1999-03,442507,South East
1999-06,450832,South East
1999-09,472415,South East
1999-12,494679,South East
2000-03,508193,South East
2000-06,519857,South East
2000-09,520201,South East
2000-12,519934,South East
2001-03,524678,South East
2001-06,538663,South East
2001-09,563174,South East
2001-12,581739,South East
2002-03,593737,South East
2002-06,614297,South East
2002-09,638130,South East
2002-12,664005,South East
2003-03,676299,South East
2003-06,678036,South East
2003-09,681601,South East
2003-12,698305,South East
2004-03,715199,South East
2004-06,741580,South East
2004-09,760541,South East
2004-12,756184,South East
2005-03,749389,South East
2005-06,739994,South East
2005-09,734755,South East
2005-12,746003,South East
2006-03,762514,South East
2006-06,782870,South East
2006-09,807186,South East
2006-12,828671,South East
2007-03,841865,South East
2007-06,855947,South East
2007-09,866452,South East
2007-12,867701,South East
2008-03,855145,South East
2008-06,837831,South East
2008-09,795665,South East
2008-12,753599,South East
2009-03,725640,South East
2009-06,694972,South East
2009-09,702392,South East
2009-12,729190,South East
2010-03,753751,South East
2010-06,774092,South East
2010-09,794860,South East
2010-12,802733,South East
2011-03,795155,South East
2011-06,791150,South East
2011-09,787854,South East
2011-12,786307,South East
2012-03,786415,South East
2012-06,794087,South East
2012-09,795118,South East
2012-12,803336,South East
2013-03,806950,South East
2013-06,815260,South East
2013-09,827612,South East
2013-12,843064,South East
2014-03,861708,South East
2014-06,876674,South East
2014-09,898367,South East
2014-12,910429,South East
2015-03,913879,South East
2015-06,924135,South East
2015-09,943557,South East
2015-12,966583,South East
2016-03,992251,South East
2016-06,1006111,South East
2016-09,1018002,South East
2016-12,1027042,South East
2017-03,1034166,South East
2017-06,1048435,South East
2017-09,1061570,South East
2017-12,1070207,South East
1995-12,245874,South West
1996-03,247631,South West
1996-06,252367,South West
1996-09,263073,South West
1996-12,275213,South West
1997-03,282961,South West
1997-06,292654,South West
1997-09,300664,South West
1997-12,303610,South West
1998-03,306370,South West
1998-06,309986,South West
1998-09,311998,South West
1998-12,314241,South West
1999-03,318081,South West
1999-06,325735,South West
1999-09,339441,South West
1999-12,355447,South West
2000-03,364686,South West
2000-06,373480,South West
2000-09,373039,South West
2000-12,372922,South West
2001-03,378118,South West
2001-06,390458,South West
2001-09,407685,South West
2001-12,421508,South West
2002-03,434206,South West
2002-06,452684,South West
2002-09,472923,South West
2002-12,494687,South West
2003-03,507335,South West
2003-06,516122,South West
2003-09,529278,South West
2003-12,548250,South West
2004-03,563307,South West
2004-06,586998,South West
2004-09,604411,South West
2004-12,606113,South West
2005-03,606023,South West
2005-06,603104,South West
2005-09,600570,South West
2005-12,606525,South West
2006-03,617200,South West
2006-06,631025,South West
2006-09,650355,South West
2006-12,668358,South West
2007-03,678946,South West
2007-06,691189,South West
2007-09,699264,South West
2007-12,698741,South West
2008-03,691752,South West
2008-06,677720,South West
2008-09,650108,South West
2008-12,617711,South West
2009-03,598753,South West
2009-06,579759,South West
2009-09,583920,South West
2009-12,599317,South West
2010-03,612295,South West
2010-06,626410,South West
2010-09,638136,South West
2010-12,639992,South West
2011-03,638435,South West
2011-06,632618,South West
2011-09,625714,South West
2011-12,624418,South West
2012-03,627967,South West
2012-06,628837,South West
2012-09,629997,South West
2012-12,631428,South West
2013-03,631555,South West
2013-06,634059,South West
2013-09,643913,South West
2013-12,652909,South West
2014-03,664995,South West
2014-06,679417,South West
2014-09,691843,South West
2014-12,699253,South West
2015-03,705938,South West
2015-06,715444,South West
2015-09,724472,South West
2015-12,735977,South West
2016-03,752446,South West
2016-06,757492,South West
2016-09,764971,South West
2016-12,773140,South West
2017-03,778333,South West
2017-06,786565,South West
2017-09,797261,South West
2017-12,806534,South West
1995-12,208277,Southwark
1996-03,206255,Southwark
1996-06,208376,Southwark
1996-09,210514,Southwark
1996-12,213374,Southwark
1997-03,220192,Southwark
1997-06,229603,Southwark
1997-09,237914,Southwark
1997-12,249045,Southwark
1998-03,257985,Southwark
1998-06,267243,Southwark
1998-09,281542,Southwark
1998-12,292139,Southwark
1999-03,301191,Southwark
1999-06,307228,Southwark
1999-09,329220,Southwark
1999-12,348041,Southwark
2000-03,368181,Southwark
2000-06,392922,Southwark
2000-09,417670,Southwark
2000-12,449772,Southwark
2001-03,471007,Southwark
2001-06,497611,Southwark
2001-09,510529,Southwark
2001-12,521069,Southwark
2002-03,525871,Southwark
2002-06,536873,Southwark
2002-09,550461,Southwark
2002-12,558867,Southwark
2003-03,570997,Southwark
2003-06,577186,Southwark
2003-09,590677,Southwark
2003-12,608544,Southwark
2004-03,613132,Southwark
2004-06,629693,Southwark
2004-09,641939,Southwark
2004-12,653027,Southwark
2005-03,665685,Southwark
2005-06,673125,Southwark
2005-09,686958,Southwark
2005-12,696029,Southwark
2006-03,698261,Southwark
2006-06,702598,Southwark
2006-09,709742,Southwark
2006-12,726797,Southwark
2007-03,744752,Southwark
2007-06,760926,Southwark
2007-09,801205,Southwark
2007-12,824000,Southwark
2008-03,836864,Southwark
2008-06,843792,Southwark
2008-09,843058,Southwark
2008-12,823562,Southwark
2009-03,822568,Southwark
2009-06,824162,Southwark
2009-09,824789,Southwark
2009-12,838677,Southwark
2010-03,852293,Southwark
2010-06,873443,Southwark
2010-09,909099,Southwark
2010-12,929521,Southwark
2011-03,943343,Southwark
2011-06,949267,Southwark
2011-09,961056,Southwark
2011-12,961685,Southwark
2012-03,956687,Southwark
2012-06,975200,Southwark
2012-09,973651,Southwark
2012-12,996420,Southwark
2013-03,1002044,Southwark
2013-06,1024199,Southwark
2013-09,1030643,Southwark
2013-12,1045987,Southwark
2014-03,1083946,Southwark
2014-06,1115544,Southwark
2014-09,1194218,Southwark
2014-12,1243250,Southwark
2015-03,1286540,Southwark
2015-06,1325767,Southwark
2015-09,1369717,Southwark
2015-12,1422100,Southwark
2016-03,1470645,Southwark
2016-06,1504691,Southwark
2016-09,1508567,Southwark
2016-12,1547217,Southwark
2017-03,1569375,Southwark
2017-06,1601168,Southwark
2017-09,1615607,Southwark
2017-12,1581289,Southwark
1995-12,198841,Sutton
1996-03,197008,Sutton
1996-06,196189,Sutton
1996-09,198459,Sutton
1996-12,204831,Sutton
1997-03,208884,Sutton
1997-06,212959,Sutton
1997-09,217731,Sutton
1997-12,223742,Sutton
1998-03,231271,Sutton
1998-06,238875,Sutton
1998-09,248046,Sutton
1998-12,252894,Sutton
1999-03,258610,Sutton
1999-06,266688,Sutton
1999-09,277596,Sutton
1999-12,289484,Sutton
2000-03,300937,Sutton
2000-06,318338,Sutton
2000-09,336290,Sutton
2000-12,352434,Sutton
2001-03,361645,Sutton
2001-06,370462,Sutton
2001-09,384219,Sutton
2001-12,394286,Sutton
2002-03,402802,Sutton
2002-06,422775,Sutton
2002-09,443101,Sutton
2002-12,462491,Sutton
2003-03,481839,Sutton
2003-06,498156,Sutton
2003-09,510348,Sutton
2003-12,518294,Sutton
2004-03,519876,Sutton
2004-06,528179,Sutton
2004-09,543823,Sutton
2004-12,554262,Sutton
2005-03,567326,Sutton
2005-06,577466,Sutton
2005-09,586267,Sutton
2005-12,588525,Sutton
2006-03,595988,Sutton
2006-06,603379,Sutton
2006-09,606366,Sutton
2006-12,620555,Sutton
2007-03,630155,Sutton
2007-06,641673,Sutton
2007-09,663973,Sutton
2007-12,679996,Sutton
2008-03,693295,Sutton
2008-06,704498,Sutton
2008-09,696721,Sutton
2008-12,674772,Sutton
2009-03,651670,Sutton
2009-06,624636,Sutton
2009-09,624978,Sutton
2009-12,620214,Sutton
2010-03,635476,Sutton
2010-06,645781,Sutton
2010-09,658693,Sutton
2010-12,684278,Sutton
2011-03,681547,Sutton
2011-06,683998,Sutton
2011-09,684147,Sutton
2011-12,680486,Sutton
2012-03,684102,Sutton
2012-06,686465,Sutton
2012-09,695041,Sutton
2012-12,699818,Sutton
2013-03,708536,Sutton
2013-06,720537,Sutton
2013-09,729058,Sutton
2013-12,731675,Sutton
2014-03,739440,Sutton
2014-06,755463,Sutton
2014-09,795851,Sutton
2014-12,830830,Sutton
2015-03,858542,Sutton
2015-06,882542,Sutton
2015-09,909610,Sutton
2015-12,932336,Sutton
2016-03,959907,Sutton
2016-06,978033,Sutton
2016-09,1001802,Sutton
2016-12,1008291,Sutton
2017-03,1023020,Sutton
2017-06,1033682,Sutton
2017-09,1040156,Sutton
2017-12,1061022,Sutton
1995-12,197588,Tower Hamlets
1996-03,198103,Tower Hamlets
1996-06,199172,Tower Hamlets
1996-09,210835,Tower Hamlets
1996-12,223226,Tower Hamlets
1997-03,238801,Tower Hamlets
1997-06,249999,Tower Hamlets
1997-09,258509,Tower Hamlets
1997-12,273640,Tower Hamlets
1998-03,278530,Tower Hamlets
1998-06,292843,Tower Hamlets
1998-09,308724,Tower Hamlets
1998-12,323926,Tower Hamlets
1999-03,337878,Tower Hamlets
1999-06,355834,Tower Hamlets
1999-09,380885,Tower Hamlets
1999-12,402530,Tower Hamlets
2000-03,415202,Tower Hamlets
2000-06,442153,Tower Hamlets
2000-09,458214,Tower Hamlets
2000-12,475012,Tower Hamlets
2001-03,498907,Tower Hamlets
2001-06,510574,Tower Hamlets
2001-09,520528,Tower Hamlets
2001-12,528549,Tower Hamlets
2002-03,537464,Tower Hamlets
2002-06,550668,Tower Hamlets
2002-09,566946,Tower Hamlets
2002-12,577479,Tower Hamlets
2003-03,593594,Tower Hamlets
2003-06,605794,Tower Hamlets
2003-09,606356,Tower Hamlets
2003-12,618009,Tower Hamlets
2004-03,619817,Tower Hamlets
2004-06,640599,Tower Hamlets
2004-09,668873,Tower Hamlets
2004-12,679688,Tower Hamlets
2005-03,698521,Tower Hamlets
2005-06,704835,Tower Hamlets
2005-09,701918,Tower Hamlets
2005-12,695238,Tower Hamlets
2006-03,696335,Tower Hamlets
2006-06,701901,Tower Hamlets
2006-09,717112,Tower Hamlets
2006-12,736853,Tower Hamlets
2007-03,750947,Tower Hamlets
2007-06,783733,Tower Hamlets
2007-09,826113,Tower Hamlets
2007-12,861856,Tower Hamlets
2008-03,886275,Tower Hamlets
2008-06,890432,Tower Hamlets
2008-09,887839,Tower Hamlets
2008-12,858939,Tower Hamlets
2009-03,837395,Tower Hamlets
2009-06,823815,Tower Hamlets
2009-09,832557,Tower Hamlets
2009-12,861793,Tower Hamlets
2010-03,878672,Tower Hamlets
2010-06,879840,Tower Hamlets
2010-09,902705,Tower Hamlets
2010-12,898617,Tower Hamlets
2011-03,892164,Tower Hamlets
2011-06,895758,Tower Hamlets
2011-09,884039,Tower Hamlets
2011-12,885894,Tower Hamlets
2012-03,875242,Tower Hamlets
2012-06,891426,Tower Hamlets
2012-09,899859,Tower Hamlets
2012-12,910188,Tower Hamlets
2013-03,920635,Tower Hamlets
2013-06,925054,Tower Hamlets
2013-09,939410,Tower Hamlets
2013-12,967218,Tower Hamlets
2014-03,1026293,Tower Hamlets
2014-06,1068970,Tower Hamlets
2014-09,1114659,Tower Hamlets
2014-12,1137323,Tower Hamlets
2015-03,1142862,Tower Hamlets
2015-06,1170000,Tower Hamlets
2015-09,1200369,Tower Hamlets
2015-12,1250497,Tower Hamlets
2016-03,1295945,Tower Hamlets
2016-06,1329208,Tower Hamlets
2016-09,1352118,Tower Hamlets
2016-12,1371559,Tower Hamlets
2017-03,1380256,Tower Hamlets
2017-06,1389008,Tower Hamlets
2017-09,1416476,Tower Hamlets
2017-12,1437299,Tower Hamlets
1995-12,161037,Wales
1996-03,161663,Wales
1996-06,164128,Wales
1996-09,168318,Wales
1996-12,172124,Wales
1997-03,175774,Wales
1997-06,180335,Wales
1997-09,183438,Wales
1997-12,185518,Wales
1998-03,185983,Wales
1998-06,186573,Wales
1998-09,187370,Wales
1998-12,188032,Wales
1999-03,188651,Wales
1999-06,189917,Wales
1999-09,195897,Wales
1999-12,202179,Wales
2000-03,206973,Wales
2000-06,212742,Wales
2000-09,215966,Wales
2000-12,216517,Wales
2001-03,217620,Wales
2001-06,221426,Wales
2001-09,228481,Wales
2001-12,234524,Wales
2002-03,241091,Wales
2002-06,251474,Wales
2002-09,261036,Wales
2002-12,271194,Wales
2003-03,279092,Wales
2003-06,286115,Wales
2003-09,298755,Wales
2003-12,316034,Wales
2004-03,329140,Wales
2004-06,349150,Wales
2004-09,370071,Wales
2004-12,381292,Wales
2005-03,387896,Wales
2005-06,392435,Wales
2005-09,397449,Wales
2005-12,405068,Wales
2006-03,409731,Wales
2006-06,421539,Wales
2006-09,430804,Wales
2006-12,443064,Wales
2007-03,450421,Wales
2007-06,458675,Wales
2007-09,465041,Wales
2007-12,466099,Wales
2008-03,462256,Wales
2008-06,454941,Wales
2008-09,440009,Wales
2008-12,421525,Wales
2009-03,412531,Wales
2009-06,400480,Wales
2009-09,400553,Wales
2009-12,407810,Wales
2010-03,409915,Wales
2010-06,417151,Wales
2010-09,419433,Wales
2010-12,415595,Wales
2011-03,414631,Wales
2011-06,409836,Wales
2011-09,407300,Wales
2011-12,407816,Wales
2012-03,411123,Wales
2012-06,412191,Wales
2012-09,411278,Wales
2012-12,410419,Wales
2013-03,411046,Wales
2013-06,412870,Wales
2013-09,415676,Wales
2013-12,420839,Wales
2014-03,424724,Wales
2014-06,431092,Wales
2014-09,438399,Wales
2014-12,443090,Wales
2015-03,443832,Wales
2015-06,446752,Wales
2015-09,450643,Wales
2015-12,456842,Wales
2016-03,462708,Wales
2016-06,465968,Wales
2016-09,469074,Wales
2016-12,473336,Wales
2017-03,474737,Wales
2017-06,477313,Wales
2017-09,480862,Wales
2017-12,484362,Wales
1995-12,158421,Waltham Forest
1996-03,157884,Waltham Forest
1996-06,158245,Waltham Forest
1996-09,159790,Waltham Forest
1996-12,162617,Waltham Forest
1997-03,165296,Waltham Forest
1997-06,171055,Waltham Forest
1997-09,175610,Waltham Forest
1997-12,180639,Waltham Forest
1998-03,187854,Waltham Forest
1998-06,194801,Waltham Forest
1998-09,201165,Waltham Forest
1998-12,207655,Waltham Forest
1999-03,210575,Waltham Forest
1999-06,215477,Waltham Forest
1999-09,225500,Waltham Forest
1999-12,234789,Waltham Forest
2000-03,245883,Waltham Forest
2000-06,257329,Waltham Forest
2000-09,270435,Waltham Forest
2000-12,281314,Waltham Forest
2001-03,291891,Waltham Forest
2001-06,302759,Waltham Forest
2001-09,320592,Waltham Forest
2001-12,337180,Waltham Forest
2002-03,352818,Waltham Forest
2002-06,375466,Waltham Forest
2002-09,402239,Waltham Forest
2002-12,427429,Waltham Forest
2003-03,447538,Waltham Forest
2003-06,465926,Waltham Forest
2003-09,480922,Waltham Forest
2003-12,495961,Waltham Forest
2004-03,503427,Waltham Forest
2004-06,517292,Waltham Forest
2004-09,529447,Waltham Forest
2004-12,537446,Waltham Forest
2005-03,545149,Waltham Forest
2005-06,556017,Waltham Forest
2005-09,564427,Waltham Forest
2005-12,567742,Waltham Forest
2006-03,572508,Waltham Forest
2006-06,578643,Waltham Forest
2006-09,589392,Waltham Forest
2006-12,608650,Waltham Forest
2007-03,624429,Waltham Forest
2007-06,641212,Waltham Forest
2007-09,663115,Waltham Forest
2007-12,681633,Waltham Forest
2008-03,688773,Waltham Forest
2008-06,696079,Waltham Forest
2008-09,684844,Waltham Forest
2008-12,656602,Waltham Forest
2009-03,637072,Waltham Forest
2009-06,609109,Waltham Forest
2009-09,598294,Waltham Forest
2009-12,606571,Waltham Forest
2010-03,621561,Waltham Forest
2010-06,626051,Waltham Forest
2010-09,638306,Waltham Forest
2010-12,648843,Waltham Forest
2011-03,648814,Waltham Forest
2011-06,651482,Waltham Forest
2011-09,650179,Waltham Forest
2011-12,654563,Waltham Forest
2012-03,657277,Waltham Forest
2012-06,672018,Waltham Forest
2012-09,682844,Waltham Forest
2012-12,688010,Waltham Forest
2013-03,699118,Waltham Forest
2013-06,704927,Waltham Forest
2013-09,722691,Waltham Forest
2013-12,759130,Waltham Forest
2014-03,790169,Waltham Forest
2014-06,816369,Waltham Forest
2014-09,859329,Waltham Forest
2014-12,907791,Waltham Forest
2015-03,929868,Waltham Forest
2015-06,981787,Waltham Forest
2015-09,1019284,Waltham Forest
2015-12,1054760,Waltham Forest
2016-03,1103017,Waltham Forest
2016-06,1129849,Waltham Forest
2016-09,1156767,Waltham Forest
2016-12,1191888,Waltham Forest
2017-03,1213421,Waltham Forest
2017-06,1228416,Waltham Forest
2017-09,1250157,Waltham Forest
2017-12,1257633,Waltham Forest
1995-12,262154,Wandsworth
1996-03,266513,Wandsworth
1996-06,271916,Wandsworth
1996-09,282796,Wandsworth
1996-12,288253,Wandsworth
1997-03,293558,Wandsworth
1997-06,304347,Wandsworth
1997-09,315339,Wandsworth
1997-12,326900,Wandsworth
1998-03,337451,Wandsworth
1998-06,349418,Wandsworth
1998-09,362116,Wandsworth
1998-12,371803,Wandsworth
1999-03,381386,Wandsworth
1999-06,400765,Wandsworth
1999-09,431126,Wandsworth
1999-12,463964,Wandsworth
2000-03,489898,Wandsworth
2000-06,512419,Wandsworth
2000-09,536470,Wandsworth
2000-12,553405,Wandsworth
2001-03,568673,Wandsworth
2001-06,588376,Wandsworth
2001-09,604787,Wandsworth
2001-12,614586,Wandsworth
2002-03,621330,Wandsworth
2002-06,645951,Wandsworth
2002-09,678166,Wandsworth
2002-12,704431,Wandsworth
2003-03,722066,Wandsworth
2003-06,722489,Wandsworth
2003-09,721806,Wandsworth
2003-12,734308,Wandsworth
2004-03,751657,Wandsworth
2004-06,775771,Wandsworth
2004-09,793598,Wandsworth
2004-12,810522,Wandsworth
2005-03,820494,Wandsworth
2005-06,830198,Wandsworth
2005-09,837509,Wandsworth
2005-12,850137,Wandsworth
2006-03,858917,Wandsworth
2006-06,880661,Wandsworth
2006-09,914520,Wandsworth
2006-12,951565,Wandsworth
2007-03,982359,Wandsworth
2007-06,1016937,Wandsworth
2007-09,1053069,Wandsworth
2007-12,1084257,Wandsworth
2008-03,1098791,Wandsworth
2008-06,1105710,Wandsworth
2008-09,1076463,Wandsworth
2008-12,1048941,Wandsworth
2009-03,1036542,Wandsworth
2009-06,1024749,Wandsworth
2009-09,1032842,Wandsworth
2009-12,1063533,Wandsworth
2010-03,1095569,Wandsworth
2010-06,1112858,Wandsworth
2010-09,1149057,Wandsworth
2010-12,1154012,Wandsworth
2011-03,1160957,Wandsworth
2011-06,1171455,Wandsworth
2011-09,1173584,Wandsworth
2011-12,1179965,Wandsworth
2012-03,1179657,Wandsworth
2012-06,1201001,Wandsworth
2012-09,1226973,Wandsworth
2012-12,1253476,Wandsworth
2013-03,1271323,Wandsworth
2013-06,1298951,Wandsworth
2013-09,1349882,Wandsworth
2013-12,1390767,Wandsworth
2014-03,1443479,Wandsworth
2014-06,1515454,Wandsworth
2014-09,1566054,Wandsworth
2014-12,1619865,Wandsworth
2015-03,1632456,Wandsworth
2015-06,1630656,Wandsworth
2015-09,1646390,Wandsworth
2015-12,1678721,Wandsworth
2016-03,1755275,Wandsworth
2016-06,1800213,Wandsworth
2016-09,1851931,Wandsworth
2016-12,1905015,Wandsworth
2017-03,1916265,Wandsworth
2017-06,1966354,Wandsworth
2017-09,1965730,Wandsworth
2017-12,1962402,Wandsworth
1995-12,217828,West Midlands
1996-03,218240,West Midlands
1996-06,221096,West Midlands
1996-09,227148,West Midlands
1996-12,235741,West Midlands
1997-03,241582,West Midlands
1997-06,248674,West Midlands
1997-09,253227,West Midlands
1997-12,254243,West Midlands
1998-03,254722,West Midlands
1998-06,255401,West Midlands
1998-09,256995,West Midlands
1998-12,259636,West Midlands
1999-03,262111,West Midlands
1999-06,266706,West Midlands
1999-09,275872,West Midlands
1999-12,284302,West Midlands
2000-03,292515,West Midlands
2000-06,297998,West Midlands
2000-09,298512,West Midlands
2000-12,298654,West Midlands
2001-03,301471,West Midlands
2001-06,308766,West Midlands
2001-09,319898,West Midlands
2001-12,331773,West Midlands
2002-03,340999,West Midlands
2002-06,353952,West Midlands
2002-09,369332,West Midlands
2002-12,383585,West Midlands
2003-03,392543,West Midlands
2003-06,399826,West Midlands
2003-09,411370,West Midlands
2003-12,431278,West Midlands
2004-03,445063,West Midlands
2004-06,465843,West Midlands
2004-09,483596,West Midlands
2004-12,485178,West Midlands
2005-03,484445,West Midlands
2005-06,486121,West Midlands
2005-09,483502,West Midlands
2005-12,490269,West Midlands
2006-03,501107,West Midlands
2006-06,511554,West Midlands
2006-09,525130,West Midlands
2006-12,537907,West Midlands
2007-03,543067,West Midlands
2007-06,548108,West Midlands
2007-09,550971,West Midlands
2007-12,547983,West Midlands
2008-03,540910,West Midlands
2008-06,528157,West Midlands
2008-09,505929,West Midlands
2008-12,481569,West Midlands
2009-03,466517,West Midlands
2009-06,452170,West Midlands
2009-09,454660,West Midlands
2009-12,466770,West Midlands
2010-03,474064,West Midlands
2010-06,483244,West Midlands
2010-09,489896,West Midlands
2010-12,488405,West Midlands
2011-03,486228,West Midlands
2011-06,482379,West Midlands
2011-09,477445,West Midlands
2011-12,475311,West Midlands
2012-03,478624,West Midlands
2012-06,478870,West Midlands
2012-09,480441,West Midlands
2012-12,482450,West Midlands
2013-03,484136,West Midlands
2013-06,489103,West Midlands
2013-09,496121,West Midlands
2013-12,504922,West Midlands
2014-03,512451,West Midlands
2014-06,523620,West Midlands
2014-09,533538,West Midlands
2014-12,539739,West Midlands
2015-03,543448,West Midlands
2015-06,548428,West Midlands
2015-09,554343,West Midlands
2015-12,562344,West Midlands
2016-03,572040,West Midlands
2016-06,575832,West Midlands
2016-09,582286,West Midlands
2016-12,585663,West Midlands
2017-03,593756,West Midlands
2017-06,600670,West Midlands
2017-09,606487,West Midlands
2017-12,613008,West Midlands
1995-12,395926,Westminster
1996-03,397420,Westminster
1996-06,396172,Westminster
1996-09,402600,Westminster
1996-12,413247,Westminster
1997-03,427753,Westminster
1997-06,453430,Westminster
1997-09,483352,Westminster
1997-12,500983,Westminster
1998-03,526848,Westminster
1998-06,547640,Westminster
1998-09,568185,Westminster
1998-12,582793,Westminster
1999-03,599059,Westminster
1999-06,611794,Westminster
1999-09,638883,Westminster
1999-12,680812,Westminster
2000-03,703373,Westminster
2000-06,750872,Westminster
2000-09,783060,Westminster
2000-12,808022,Westminster
2001-03,837767,Westminster
2001-06,853800,Westminster
2001-09,881393,Westminster
2001-12,896092,Westminster
2002-03,913123,Westminster
2002-06,947835,Westminster
2002-09,974821,Westminster
2002-12,996672,Westminster
2003-03,1005867,Westminster
2003-06,1003755,Westminster
2003-09,1018199,Westminster
2003-12,1027873,Westminster
2004-03,1039123,Westminster
2004-06,1065469,Westminster
2004-09,1086081,Westminster
2004-12,1097865,Westminster
2005-03,1120031,Westminster
2005-06,1122220,Westminster
2005-09,1144209,Westminster
2005-12,1183104,Westminster
2006-03,1213672,Westminster
2006-06,1261615,Westminster
2006-09,1294496,Westminster
2006-12,1290967,Westminster
2007-03,1320269,Westminster
2007-06,1342306,Westminster
2007-09,1425151,Westminster
2007-12,1502873,Westminster
2008-03,1543982,Westminster
2008-06,1577806,Westminster
2008-09,1589599,Westminster
2008-12,1611474,Westminster
2009-03,1596246,Westminster
2009-06,1602733,Westminster
2009-09,1590861,Westminster
2009-12,1585644,Westminster
2010-03,1646469,Westminster
2010-06,1677703,Westminster
2010-09,1725927,Westminster
2010-12,1786909,Westminster
2011-03,1835453,Westminster
2011-06,1903077,Westminster
2011-09,1952069,Westminster
2011-12,1961709,Westminster
2012-03,1935585,Westminster
2012-06,2006993,Westminster
2012-09,2064570,Westminster
2012-12,2205487,Westminster
2013-03,2334303,Westminster
2013-06,2422541,Westminster
2013-09,2496065,Westminster
2013-12,2498011,Westminster
2014-03,2542483,Westminster
2014-06,2612034,Westminster
2014-09,2753744,Westminster
2014-12,2899895,Westminster
2015-03,2962751,Westminster
2015-06,2936775,Westminster
2015-09,2866470,Westminster
2015-12,2845960,Westminster
2016-03,2937441,Westminster
2016-06,3049007,Westminster
2016-09,3130955,Westminster
2016-12,3257111,Westminster
2017-03,3346929,Westminster
2017-06,3405195,Westminster
2017-09,3352477,Westminster
2017-12,3395579,Westminster
1995-12,203747,Yorkshire And The Humber
1996-03,203517,Yorkshire And The Humber
1996-06,204609,Yorkshire And The Humber
1996-09,209544,Yorkshire And The Humber
1996-12,216012,Yorkshire And The Humber
1997-03,220362,Yorkshire And The Humber
1997-06,226300,Yorkshire And The Humber
1997-09,230188,Yorkshire And The Humber
1997-12,230978,Yorkshire And The Humber
1998-03,230897,Yorkshire And The Humber
1998-06,231364,Yorkshire And The Humber
1998-09,231587,Yorkshire And The Humber
1998-12,232324,Yorkshire And The Humber
1999-03,233809,Yorkshire And The Humber
1999-06,238068,Yorkshire And The Humber
1999-09,244861,Yorkshire And The Humber
1999-12,252648,Yorkshire And The Humber
2000-03,257904,Yorkshire And The Humber
2000-06,262072,Yorkshire And The Humber
2000-09,263126,Yorkshire And The Humber
2000-12,263347,Yorkshire And The Humber
2001-03,265022,Yorkshire And The Humber
2001-06,269490,Yorkshire And The Humber
2001-09,277698,Yorkshire And The Humber
2001-12,286485,Yorkshire And The Humber
2002-03,292912,Yorkshire And The Humber
2002-06,305537,Yorkshire And The Humber
2002-09,316284,Yorkshire And The Humber
2002-12,326814,Yorkshire And The Humber
2003-03,334385,Yorkshire And The Humber
2003-06,342083,Yorkshire And The Humber
2003-09,355282,Yorkshire And The Humber
2003-12,374034,Yorkshire And The Humber
2004-03,386993,Yorkshire And The Humber
2004-06,410311,Yorkshire And The Humber
2004-09,428230,Yorkshire And The Humber
2004-12,432811,Yorkshire And The Humber
2005-03,435742,Yorkshire And The Humber
2005-06,434211,Yorkshire And The Humber
2005-09,436688,Yorkshire And The Humber
2005-12,446600,Yorkshire And The Humber
2006-03,456263,Yorkshire And The Humber
2006-06,472507,Yorkshire And The Humber
2006-09,483642,Yorkshire And The Humber
2006-12,499601,Yorkshire And The Humber
2007-03,506593,Yorkshire And The Humber
2007-06,513661,Yorkshire And The Humber
2007-09,518450,Yorkshire And The Humber
2007-12,514914,Yorkshire And The Humber
2008-03,509231,Yorkshire And The Humber
2008-06,494187,Yorkshire And The Humber
2008-09,470783,Yorkshire And The Humber
2008-12,446094,Yorkshire And The Humber
2009-03,429848,Yorkshire And The Humber
2009-06,412832,Yorkshire And The Humber
2009-09,415450,Yorkshire And The Humber
2009-12,432430,Yorkshire And The Humber
2010-03,437349,Yorkshire And The Humber
2010-06,449422,Yorkshire And The Humber
2010-09,452220,Yorkshire And The Humber
2010-12,446209,Yorkshire And The Humber
2011-03,443654,Yorkshire And The Humber
2011-06,438966,Yorkshire And The Humber
2011-09,434131,Yorkshire And The Humber
2011-12,432851,Yorkshire And The Humber
2012-03,435360,Yorkshire And The Humber
2012-06,436029,Yorkshire And The Humber
2012-09,434662,Yorkshire And The Humber
2012-12,436050,Yorkshire And The Humber
2013-03,435642,Yorkshire And The Humber
2013-06,438334,Yorkshire And The Humber
2013-09,446080,Yorkshire And The Humber
2013-12,455677,Yorkshire And The Humber
2014-03,462308,Yorkshire And The Humber
2014-06,472380,Yorkshire And The Humber
2014-09,480574,Yorkshire And The Humber
2014-12,484436,Yorkshire And The Humber
2015-03,484142,Yorkshire And The Humber
2015-06,485537,Yorkshire And The Humber
2015-09,493431,Yorkshire And The Humber
2015-12,501496,Yorkshire And The Humber
2016-03,509565,Yorkshire And The Humber
2016-06,512720,Yorkshire And The Humber
2016-09,517335,Yorkshire And The Humber
2016-12,519930,Yorkshire And The Humber
2017-03,523371,Yorkshire And The Humber
2017-06,529843,Yorkshire And The Humber
2017-09,534259,Yorkshire And The Humber
2017-12,535220,Yorkshire And The Humber
